,names,positions,twitters,fbs,bios,curs,tracked_mods
47,岡田良昭,気象解説者/気象予報士/ウェザーマップ所属,okada_yoshiaki,NaN,NHK広島放送局で「おはようひろしま」と「ひるまえ直送便」を担当中。穏やかな天気のときには、イラストを使った「親しみやすい」天気予報を、荒天時には「安心」を届けられる予報士を目指す。地域をまわって実際に肌で感じたことや、その土地ならではの気象のポイントなどについて紹介していきたいと思います。,20,0
48,岡本正,東京弘和法律事務所 弁護士・博士（法学）,okamotolaw,tadashi.okamoto2,鎌倉市出身。慶應義塾大学卒業。東京弘和法律事務所。弁護士。博士（法学）。岩手大学地域防災研究センター客員教授。北海道大学公共政策学研究センター上席研究員。医療経営士・マンション管理士・AFP・防災士。2009年~2011年に内閣府上席政策調査員（行政改革・規制改革等）。東日本大震災後に国や日弁連で復興政策に関与。2012年『災害復興法学』を創設。中央大学大学院客員教授（2013-2017）、慶應義塾大学講師、青山学院大学講師、長岡技術科学大学講師、企業防災研修や人災育成に注力。主著『災害復興法学』シリーズ、『被災したあなたを助けるお金とくらしの話』『図書館のための災害復興法学入門』。,29,0
49,岡本亮輔,宗教学者・観光学者、北海道大学大学院准教授,NaN,NaN,1979年東京生まれ。筑波大学大学院修了。博士（文学）。著書に『聖地と祈りの宗教社会学』（春風社、日本宗教学会賞）、『聖地巡礼 世界遺産からアニメの舞台まで』（中公新書）、『江戸東京の聖地を歩く』（ちくま新書）、『フィールドから読み解く観光文化学』（共編、ミネルヴァ書房、観光学術学会教育・啓蒙著作賞）、『Pilgrimages in the Secular Age』（JPIC）など。近刊に『宗教と日本人―葬式仏教からスピリチュアル文化まで』（中公新書、2021）◇連絡先 okamoto.ryosuke(at)gmail.com,2,0
50,小川たまか,ライター,NaN,NaN,ライターでフェミニストです。主に性暴力、働き方、教育などの取材・執筆をしています。著書『「ほとんどない」ことにされている側から見た社会の話を』（タバブックス）。やわらかめの記事はこちら→https://ogatama.theletter.jp/,213,70
51,奥田和子,甲南女子大名誉教授、日本災害救援ボランティアネットワーク理事,NaN,NaN,専門は食生活デザイン、食文化、災害・危機管理と食、宗教と食。広島大学教育学部卒業。大阪市立大学学術博士取得。米国カリフォルニア大学バークレー校栄養学科客員研究員、英国ジョーンモアーズ大学食物栄養学科客員研究員、甲南女子大学人間科学部人間環境学科教授を経て、現職に至る。「震災下の食―神戸からの提言」（NHK出版）、「働く人たちの災害食―神戸からの伝言」（編集工房ノア）、「和食ルネッサンス『ご飯』で健康になろう」（同時代社）、「箸の作法」（同時代社）、詩集など著書多数。,12,0
52,奥村信幸,武蔵大教授/ジャーナリスト,noboku,NaN,1964年生まれ。上智大院修了。テレビ朝日で「ニュースステーション」ディレクターなどを務める。2002〜3年フルブライト・ジャーナリストプログラムでジョンズホプキンス大研究員としてイラク戦争報道等を研究。05年より立命館大へ。08年ジョージワシントン大研究員、オバマ大統領を生んだ選挙報道取材。13年より現職。2019〜20年にフルブライトでジョージワシントン大研究員。専門はジャーナリズム。ゼミではビデオジャーナリズムを指導し「ニュースの卵」 newstamago.comも運営。民放連研究員、ファクトチェック・イニシアチブ（FIJ）理事としてデジタル映像表現やニュースの信頼向上に取り組んでいる。,24,0
53,小酒部さやか,株式会社 natural rights 代表取締役,osakabe_sayaka,727539097404141,2014年7月自身の経験から被害者支援団体であるNPO法人マタハラNetを設立し、マタハラ防止の義務化を牽引。2015年3月女性の地位向上への貢献をたたえるアメリカ国務省「国際勇気ある女性賞」を日本人で初受賞。2015年6月「ACCJウィメン・イン・ビジネス・サミット」にて安倍首相・ケネディ大使とともに登壇。2016年1月筑摩書房より「マタハラ問題」、11月花伝社より「ずっと働ける会社～マタハラなんて起きない先進企業はここがちがう!～」を出版。現在、株式会社natural rights代表取締役。仕事と生活の両立がnatural rightsとなるよう講演や企業研修、執筆など活動を行っている。,80,0
54,甲斐かおり,ライター、地域ジャーナリスト,karorirorin,kaikaori,地域をフィールドにした活動やルポ記事を執筆。Yahoo!ニュースでは移住や空き家、地域コミュニティ、市民自治など、地域課題やその対応策となる事例を中心に。長崎県生まれ。地域のプロジェクトに携わり、移住促進や情報発信、メディアづくりのサポート業務、講演なども行う。移住をテーマにする雑誌『TURNS』やほか雑誌に寄稿。執筆に携わった書籍に『日本をソーシャルデザインする』（朝日出版社）、『「地域人口ビジョン」をつくる』（藤山浩著、農文協）、著書に『ほどよい量をつくる』（インプレス）『暮らしをつくる』（技術評論社）。,32,4
55,角間惇一郎,NPO法人いいちばみらい代表理事,kakumaro,NaN,元夜の世界の人でしたが、今は設計事務所経営とNPO法人の代表です。時々著述業。著作『風俗嬢の見えない孤立（光文社新書)』1983年佐渡ヶ島生まれ。,28,14
56,片平敦,気象解説者/気象予報士/防災士/ウェザーマップ所属,katahira_tenki,katahiratenki,幼少時からの夢は「天気予報のおじさん」。19歳で気象予報士を取得し、'01年に大学生お天気キャスターデビュー(TBS系BS)。卒業後は日本気象協会に入社し営業・予測・解説など幅広く従事した。'08年ウェザーマップ移籍。平時は楽しく災害時は命を守る解説を心がけ、関西を拠点に地元密着の「天気の町医者」を目指す。いざという時に心に響く解説を模索し、被災地へも足を運ぶ。関西テレビ「報道ランナー」出演。(一社)ADI災害研究所理事。趣味は飛行機、日本酒、アメダス巡り、囲碁、マラソンなど。航空通信士(航空従事者技能証明)、航空無線通信士(無線従事者)の資格も持つ。1981年埼玉県出身。,55,0
57,勝川俊雄,東京海洋大学　准教授、　海の幸を未来に残す会　理事,katukawa,katukawa,昭和４７年、東京都出身。東京大学農学部水産学科卒業後、東京大学海洋研究所の修士課程に進学し、水産資源管理の研究を始める。東京大学海洋研究所に助手・助教、三重大学准教授を経て、現職。専門は水産資源学。主な著作は、漁業という日本の問題（NTT出版）、日本の魚は大丈夫か（NHK出版）など。,38,0
